date,station,PM2.5,PM10,wind_speed,wind_dir,humidity,temperature,rainfall,NO2,NH3,CO,SO2,NO,NOx
2019-08-26,"MIDC Khutala, Chandrapur - MPCB",18.51,50.45,1.98,234.6,95.27,25.74,0.0,7.67,15.02,0.41,7.66,11.83,18.99
2019-08-27,"MIDC Khutala, Chandrapur - MPCB",16.04,44.5,1.75,244.34,90.52,26.39,0.0,7.92,15.0,0.4,8.11,11.86,19.13
2019-08-28,"MIDC Khutala, Chandrapur - MPCB",24.05,52.65,0.9,198.01,83.23,27.65,0.0,7.92,15.01,0.42,7.75,11.67,18.99
2019-08-29,"MIDC Khutala, Chandrapur - MPCB",26.04,65.79,0.86,201.08,85.42,28.67,0.0,7.6,15.04,0.42,8.07,11.74,18.87
2019-08-30,"MIDC Khutala, Chandrapur - MPCB",21.92,61.58,1.29,222.31,88.78,28.23,0.0,7.69,15.22,0.42,7.93,11.95,19.09
2019-08-31,"MIDC Khutala, Chandrapur - MPCB",16.2,31.46,1.25,229.8,94.03,26.77,0.0,7.8,15.06,0.41,6.81,11.71,18.96
2019-09-01,"MIDC Khutala, Chandrapur - MPCB",11.4,23.31,1.45,230.55,89.33,27.76,0.0,7.88,15.0,0.41,7.66,12.05,19.28
2019-09-02,"MIDC Khutala, Chandrapur - MPCB",9.68,36.7,1.89,241.48,91.13,27.11,0.0,7.82,14.87,0.41,7.74,11.31,18.64
2019-09-03,"MIDC Khutala, Chandrapur - MPCB",17.7,38.6,1.35,240.51,94.24,26.29,0.0,7.76,15.02,0.42,7.5,11.7,18.93
2019-09-04,"MIDC Khutala, Chandrapur - MPCB",17.91,31.17,1.58,234.64,98.62,26.07,0.0,7.67,14.9,0.42,7.81,11.66,18.85
2019-09-05,"MIDC Khutala, Chandrapur - MPCB",9.76,35.46,1.51,227.53,89.69,27.81,0.0,7.66,15.03,0.42,7.09,12.01,19.12
2019-09-06,"MIDC Khutala, Chandrapur - MPCB",15.98,28.17,1.84,231.41,94.89,26.56,0.0,7.7,14.96,0.41,8.02,11.53,18.72
2019-09-07,"MIDC Khutala, Chandrapur - MPCB",11.12,38.28,1.76,228.8,93.04,26.85,0.0,7.9,15.12,0.41,7.86,11.89,19.17
2019-09-08,"MIDC Khutala, Chandrapur - MPCB",9.71,47.45,1.87,227.65,90.47,27.19,0.0,7.78,15.03,0.41,7.65,11.7,18.94
2019-09-09,"MIDC Khutala, Chandrapur - MPCB",12.7,42.55,1.29,212.57,89.83,26.12,0.0,7.71,15.02,0.41,7.39,11.8,18.98
2019-09-18,"MIDC Khutala, Chandrapur - MPCB",41.18,94.31,1.13,147.83,80.99,28.72,0.0,9.03,14.62,0.42,11.12,11.38,18.41
2019-09-19,"MIDC Khutala, Chandrapur - MPCB",13.5,20.26,0.99,111.95,86.24,27.66,0.0,8.3,14.93,0.44,7.64,11.71,19.13
2019-09-20,"MIDC Khutala, Chandrapur - MPCB",8.65,16.88,1.39,141.97,80.56,28.42,0.0,8.28,15.02,0.43,7.28,11.93,19.34
2019-09-21,"MIDC Khutala, Chandrapur - MPCB",14.07,27.4,1.09,172.57,85.02,28.29,0.0,7.96,15.06,0.43,7.55,12.11,19.36
2019-09-22,"MIDC Khutala, Chandrapur - MPCB",11.24,18.76,1.18,158.99,83.49,27.95,0.0,8.22,14.99,0.42,8.12,11.85,19.28
2019-09-23,"MIDC Khutala, Chandrapur - MPCB",21.54,31.65,0.92,132.93,87.99,28.23,0.0,7.97,14.97,0.43,8.04,11.4,18.8
2019-09-24,"MIDC Khutala, Chandrapur - MPCB",21.68,28.1,0.95,200.4,90.17,26.79,0.0,7.91,15.16,0.43,7.21,12.3,19.47
2019-09-29,"MIDC Khutala, Chandrapur - MPCB",2.85,15.33,1.69,177.4,76.39,29.18,0.0,8.04,14.97,0.3,7.29,11.4,18.84
2019-09-30,"MIDC Khutala, Chandrapur - MPCB",14.15,19.21,1.37,152.26,84.45,27.4,0.0,7.75,15.06,0.31,7.79,11.84,18.99
2019-10-01,"MIDC Khutala, Chandrapur - MPCB",22.82,28.07,1.2,158.23,85.84,27.86,0.0,7.95,15.13,0.31,7.67,11.81,19.11
2019-10-02,"MIDC Khutala, Chandrapur - MPCB",19.15,30.01,1.28,212.98,80.6,28.2,0.0,7.84,15.03,0.3,10.31,11.68,18.95
2019-10-03,"MIDC Khutala, Chandrapur - MPCB",34.69,51.25,0.76,219.12,79.63,28.58,0.0,8.0,15.01,0.31,8.23,11.59,18.97
2019-10-04,"MIDC Khutala, Chandrapur - MPCB",39.21,52.49,0.77,215.45,78.9,28.69,0.0,7.93,15.03,0.32,8.39,11.69,19.01
2019-10-05,"MIDC Khutala, Chandrapur - MPCB",55.0,83.19,0.58,138.59,77.69,28.62,0.0,7.81,14.96,0.33,7.49,11.52,18.81
2019-10-06,"MIDC Khutala, Chandrapur - MPCB",50.54,74.43,0.69,159.25,73.15,28.57,0.0,7.91,15.06,0.33,7.86,11.81,19.09
2019-10-07,"MIDC Khutala, Chandrapur - MPCB",31.61,67.81,0.71,187.05,86.26,27.22,0.0,7.81,15.14,0.32,8.36,12.07,19.23
2019-10-08,"MIDC Khutala, Chandrapur - MPCB",28.42,60.67,0.66,168.96,77.78,27.7,0.0,7.72,14.9,0.33,8.18,11.43,18.65
2019-10-09,"MIDC Khutala, Chandrapur - MPCB",39.03,74.515,8.0,63.0,83.0,26.8,7.0,7.949999999999999,15.025,0.33,9.425,11.945,19.174999999999997
2019-10-10,"MIDC Khutala, Chandrapur - MPCB",49.64,88.36,0.68,93.31,75.2,29.65,0.0,8.18,15.15,0.33,10.67,12.46,19.7
2019-10-11,"MIDC Khutala, Chandrapur - MPCB",52.33,80.63,0.73,161.81,83.29,27.4,0.0,8.31,15.14,0.33,8.62,12.23,19.39
2019-10-12,"MIDC Khutala, Chandrapur - MPCB",43.17,74.91,0.81,79.89,81.24,28.18,0.0,8.22,15.36,0.32,8.45,11.92,19.77
2019-10-13,"MIDC Khutala, Chandrapur - MPCB",36.18,70.96,0.65,109.22,79.87,27.76,0.0,6.29,15.15,0.32,8.77,21.8,24.24
2019-10-14,"MIDC Khutala, Chandrapur - MPCB",60.38,107.73,0.67,128.59,76.54,27.89,0.0,7.44,14.73,0.33,8.84,13.19,19.23
2019-10-15,"MIDC Khutala, Chandrapur - MPCB",40.57,76.73,0.79,150.22,76.18,26.92,0.0,6.83,14.78,0.34,8.78,12.6,18.89
2019-10-16,"MIDC Khutala, Chandrapur - MPCB",40.74,75.09,0.77,149.65,75.37,26.76,0.0,8.0,15.09,0.32,7.82,11.78,19.09
2019-10-17,"MIDC Khutala, Chandrapur - MPCB",51.05,85.42,0.96,147.89,80.65,26.97,0.0,8.03,15.02,0.32,7.96,11.76,19.09
2019-10-18,"MIDC Khutala, Chandrapur - MPCB",23.62,51.18,0.77,120.09,88.05,26.26,0.0,7.88,14.99,0.32,7.43,11.48,18.82
2019-10-19,"MIDC Khutala, Chandrapur - MPCB",24.31,46.05,0.65,167.24,90.19,26.04,0.0,6.81,14.41,0.32,8.06,12.93,18.65
2019-10-20,"MIDC Khutala, Chandrapur - MPCB",9.04,27.91,0.87,136.45,87.15,25.83,0.0,8.09,14.94,0.32,8.05,11.3,18.77
2019-10-21,"MIDC Khutala, Chandrapur - MPCB",15.33,27.33,0.8,142.11,89.18,26.32,0.0,8.86,16.45,0.27,11.84,23.24,29.27
2019-10-22,"MIDC Khutala, Chandrapur - MPCB",18.53,42.18,0.58,156.24,81.78,27.01,0.0,8.58,15.1,0.32,9.28,11.79,19.41
2019-10-23,"MIDC Khutala, Chandrapur - MPCB",31.41,57.86,0.74,156.59,82.06,27.32,0.0,8.26,15.04,0.33,9.14,11.49,19.02
2019-10-24,"MIDC Khutala, Chandrapur - MPCB",25.41,40.76,0.97,102.63,87.25,26.52,0.0,8.37,14.94,0.32,7.47,11.44,19.04
2019-10-25,"MIDC Khutala, Chandrapur - MPCB",23.32,44.71,0.6,118.36,90.16,25.9,0.0,8.15,14.93,0.32,8.31,11.49,18.96
2019-10-26,"MIDC Khutala, Chandrapur - MPCB",18.88,36.17,0.97,100.63,90.34,25.9,0.0,7.13,14.96,0.32,7.38,14.64,20.56
2019-10-27,"MIDC Khutala, Chandrapur - MPCB",10.78,21.7,0.86,149.69,86.0,26.0,0.0,4.42,13.72,0.31,7.58,14.45,17.11
2019-10-28,"MIDC Khutala, Chandrapur - MPCB",26.73,44.44,0.8,172.04,83.09,27.44,0.0,2.61,11.17,0.31,9.72,19.3,14.6
2019-10-29,"MIDC Khutala, Chandrapur - MPCB",32.5,55.62,0.77,192.53,84.42,27.43,0.0,3.33,12.14,0.32,9.35,29.74,22.23
2019-10-30,"MIDC Khutala, Chandrapur - MPCB",32.23,55.25,0.77,156.99,79.62,27.33,0.0,4.15,12.69,0.31,9.18,20.27,19.15
2019-10-31,"MIDC Khutala, Chandrapur - MPCB",24.32,39.71,0.85,123.96,86.26,26.86,0.0,6.37,14.71,0.32,8.69,12.71,18.36
2019-11-01,"MIDC Khutala, Chandrapur - MPCB",22.67,40.06,0.78,111.95,88.68,26.94,0.0,7.2,14.69,0.32,9.09,11.48,18.15
2019-11-02,"MIDC Khutala, Chandrapur - MPCB",44.0,65.24,0.69,155.18,82.17,27.35,0.0,7.75,14.69,0.32,9.0,11.51,18.6
2019-11-03,"MIDC Khutala, Chandrapur - MPCB",57.3,88.07,0.67,158.97,79.16,27.05,0.0,7.05,14.65,0.35,10.16,12.08,18.65
2019-11-04,"MIDC Khutala, Chandrapur - MPCB",67.61,112.65,0.51,178.24,77.92,27.23,0.0,6.33,14.54,0.36,9.4,12.51,18.14
2019-11-05,"MIDC Khutala, Chandrapur - MPCB",71.62,114.01,0.55,158.26,81.66,27.3,0.0,6.2,14.74,0.34,9.12,15.67,20.13
2019-11-06,"MIDC Khutala, Chandrapur - MPCB",55.41,101.25,0.5,147.7,75.25,27.17,0.0,6.14,14.37,0.34,10.35,14.13,19.01
2019-11-07,"MIDC Khutala, Chandrapur - MPCB",47.51,81.31,0.68,118.8,80.08,26.97,0.0,6.41,14.74,0.33,8.96,11.95,18.04
2019-11-08,"MIDC Khutala, Chandrapur - MPCB",70.31,115.06,0.59,127.23,81.06,26.42,0.0,6.82,14.71,0.34,10.8,12.01,18.4
2019-11-09,"MIDC Khutala, Chandrapur - MPCB",71.71,118.14,0.61,160.44,74.31,25.88,0.0,6.24,14.7,0.34,8.71,14.84,19.24
2019-11-10,"MIDC Khutala, Chandrapur - MPCB",57.01,103.22,0.52,181.93,75.9,25.2,0.0,7.34,14.87,0.35,9.77,12.34,18.9
2019-11-11,"MIDC Khutala, Chandrapur - MPCB",57.42,113.21,0.59,163.21,78.17,25.6,0.0,6.75,14.92,0.35,9.84,11.97,18.53
2019-11-12,"MIDC Khutala, Chandrapur - MPCB",50.58,101.64,0.67,105.28,69.91,25.36,0.0,6.82,14.63,0.34,11.75,12.28,18.69
2019-11-13,"MIDC Khutala, Chandrapur - MPCB",53.77,94.87,0.84,172.34,76.04,23.49,0.0,7.12,14.8,0.35,10.91,11.84,18.37
2019-11-14,"MIDC Khutala, Chandrapur - MPCB",50.29,99.62,0.49,184.54,68.58,24.77,0.0,6.85,14.77,0.33,10.94,12.33,18.9
2019-11-15,"MIDC Khutala, Chandrapur - MPCB",47.94,100.87,0.58,160.83,77.97,24.24,0.0,7.34,14.71,0.34,9.96,11.97,18.59
2019-11-16,"MIDC Khutala, Chandrapur - MPCB",58.87,116.15,0.47,171.52,70.76,25.01,0.0,7.16,14.43,0.34,10.83,12.13,18.08
2019-11-17,"MIDC Khutala, Chandrapur - MPCB",65.36,115.06,0.51,177.89,68.01,24.6,0.0,6.67,14.57,0.35,10.26,11.97,17.86
2019-11-18,"MIDC Khutala, Chandrapur - MPCB",67.49,150.76,0.71,187.28,74.8,23.84,0.0,7.35,14.67,0.36,10.93,11.91,18.64
2019-11-19,"MIDC Khutala, Chandrapur - MPCB",52.25,120.4,0.53,175.78,68.62,24.09,0.0,7.29,14.94,0.36,12.67,11.82,18.57
2019-11-20,"MIDC Khutala, Chandrapur - MPCB",48.62,107.74,0.53,161.65,70.77,24.09,0.0,7.12,14.8,0.35,10.89,11.74,18.41
2019-11-21,"MIDC Khutala, Chandrapur - MPCB",51.93,105.02,0.64,145.27,75.2,24.3,0.0,6.97,14.63,0.34,10.84,12.44,18.5
2019-11-22,"MIDC Khutala, Chandrapur - MPCB",58.31,110.53,0.58,160.92,74.78,24.02,0.0,7.1,14.58,0.35,9.82,11.81,18.4
2019-11-23,"MIDC Khutala, Chandrapur - MPCB",78.8,125.24,0.57,163.89,72.71,23.56,0.0,7.29,14.96,0.36,10.75,11.76,18.73
2019-11-24,"MIDC Khutala, Chandrapur - MPCB",103.66,126.43,0.52,163.77,70.14,23.51,0.0,7.66,14.84,0.36,13.85,11.31,18.51
2019-11-25,"MIDC Khutala, Chandrapur - MPCB",87.98,140.67,0.64,140.18,71.97,23.68,0.0,7.35,14.93,0.37,10.94,11.76,18.75
2019-11-26,"MIDC Khutala, Chandrapur - MPCB",64.89,114.57,0.7,158.17,73.5,23.98,0.0,6.33,14.71,0.36,10.37,14.36,19.23
2019-11-27,"MIDC Khutala, Chandrapur - MPCB",54.5,98.31,0.6,166.57,73.81,23.83,0.0,6.5,14.65,0.35,11.5,13.76,18.34
2019-11-28,"MIDC Khutala, Chandrapur - MPCB",42.94,75.74,0.62,152.99,72.02,24.25,0.0,6.34,14.81,0.35,9.74,12.52,18.53
2019-11-29,"MIDC Khutala, Chandrapur - MPCB",46.69,80.92,0.56,155.27,81.53,24.59,0.0,8.01,14.9,0.35,9.02,13.13,19.43
2019-11-30,"MIDC Khutala, Chandrapur - MPCB",58.95,109.92,0.55,137.67,74.71,24.5,0.0,7.53,14.76,0.38,10.38,11.94,18.96
2019-12-01,"MIDC Khutala, Chandrapur - MPCB",53.66,96.05,0.53,139.0,78.17,24.4,0.0,7.36,14.9,0.37,10.19,11.82,18.75
2019-12-02,"MIDC Khutala, Chandrapur - MPCB",38.78,97.63,0.75,151.59,82.07,24.75,0.0,7.35,14.79,0.35,7.82,11.34,18.42
2019-12-03,"MIDC Khutala, Chandrapur - MPCB",42.99,80.35,0.71,145.98,75.98,24.19,0.0,6.99,14.75,0.36,8.32,12.35,18.74
2019-12-04,"MIDC Khutala, Chandrapur - MPCB",48.7,94.89,0.86,121.99,71.55,23.96,0.0,7.42,14.61,0.35,10.84,13.52,18.81
2019-12-05,"MIDC Khutala, Chandrapur - MPCB",40.36,74.21,0.72,108.05,65.1,23.23,0.0,7.34,14.77,0.32,8.55,12.79,19.3
2019-12-06,"MIDC Khutala, Chandrapur - MPCB",44.47,87.04,0.79,149.7,70.33,21.63,0.0,7.82,15.08,0.33,9.19,14.49,20.67
2019-12-07,"MIDC Khutala, Chandrapur - MPCB",43.27,94.81,0.6,158.84,75.53,21.47,0.0,7.53,14.88,0.34,10.48,12.07,18.9
2019-12-08,"MIDC Khutala, Chandrapur - MPCB",37.4,88.39,0.55,145.93,74.69,22.28,0.0,6.68,14.49,0.33,10.65,11.41,17.82
2019-12-09,"MIDC Khutala, Chandrapur - MPCB",46.34,101.54,0.53,174.94,73.04,22.55,0.0,7.28,14.76,0.35,10.96,12.54,18.99
2019-12-10,"MIDC Khutala, Chandrapur - MPCB",50.09,107.76,0.6,150.63,72.33,22.32,0.0,7.56,14.99,0.36,11.01,11.67,18.79
2019-12-11,"MIDC Khutala, Chandrapur - MPCB",47.66,87.46,0.66,132.82,72.74,22.73,0.0,7.48,14.92,0.35,9.68,11.64,18.75
2019-12-12,"MIDC Khutala, Chandrapur - MPCB",38.79,60.51,1.3,124.87,78.48,23.38,0.0,7.61,14.87,0.32,7.53,12.05,19.12
2019-12-13,"MIDC Khutala, Chandrapur - MPCB",22.33,45.7,1.26,131.94,78.68,24.05,0.0,7.47,14.87,0.31,8.17,12.24,19.01
2019-12-14,"MIDC Khutala, Chandrapur - MPCB",23.22,61.37,0.79,114.72,81.22,24.76,0.0,7.26,14.96,0.32,8.84,12.12,18.93
2019-12-15,"MIDC Khutala, Chandrapur - MPCB",30.57,69.08,0.89,117.5,79.57,25.05,0.0,6.53,14.83,0.33,8.37,12.59,18.67
2019-12-16,"MIDC Khutala, Chandrapur - MPCB",30.71,69.02,0.71,158.58,83.55,23.28,0.0,6.33,15.79,0.32,8.46,14.37,19.69
2019-12-17,"MIDC Khutala, Chandrapur - MPCB",36.11,79.74,0.67,158.11,80.98,23.38,0.0,6.25,14.42,0.32,9.5,12.89,18.46
2019-12-18,"MIDC Khutala, Chandrapur - MPCB",40.03,114.93,0.71,161.17,78.71,22.65,0.0,6.17,14.59,0.33,9.85,12.54,18.47
2019-12-19,"MIDC Khutala, Chandrapur - MPCB",43.24,114.17,0.55,175.23,74.83,23.03,0.0,7.34,14.89,0.35,8.62,11.81,18.76
2019-12-20,"MIDC Khutala, Chandrapur - MPCB",52.8,121.25,0.59,169.31,78.78,22.87,0.0,6.11,14.54,0.35,10.64,12.35,18.2
2019-12-21,"MIDC Khutala, Chandrapur - MPCB",49.11,118.58,0.64,142.28,74.52,22.95,0.0,6.94,14.87,0.37,10.2,11.78,18.51
2019-12-22,"MIDC Khutala, Chandrapur - MPCB",39.81,81.85,0.63,148.32,76.93,23.61,0.0,7.42,14.9,0.35,8.51,11.85,18.83
2019-12-23,"MIDC Khutala, Chandrapur - MPCB",38.43,52.51,0.74,112.61,79.34,23.58,0.0,7.63,14.93,0.35,8.46,11.55,18.78
2019-12-24,"MIDC Khutala, Chandrapur - MPCB",43.65,67.03,0.91,116.53,73.96,23.7,0.0,7.63,14.79,0.35,8.64,11.81,18.97
2019-12-25,"MIDC Khutala, Chandrapur - MPCB",37.24,64.8,1.05,128.3,79.38,24.35,0.0,8.13,14.68,0.33,8.51,12.27,19.37
2019-12-26,"MIDC Khutala, Chandrapur - MPCB",42.26,67.38,0.74,130.45,89.99,23.87,0.0,6.98,14.67,0.34,9.04,11.76,18.31
2019-12-27,"MIDC Khutala, Chandrapur - MPCB",29.96,101.15,0.94,124.6,59.72,21.47,0.0,6.73,14.65,0.32,9.36,12.69,18.92
2019-12-28,"MIDC Khutala, Chandrapur - MPCB",26.29,82.76,0.82,114.81,47.85,19.06,0.0,7.4,14.78,0.31,11.62,11.75,18.73
2019-12-29,"MIDC Khutala, Chandrapur - MPCB",36.04,98.22,0.7,128.46,58.15,18.49,0.0,7.55,14.85,0.33,14.3,11.79,18.87
2019-12-30,"MIDC Khutala, Chandrapur - MPCB",32.3,95.63,0.74,123.15,60.26,20.64,0.0,7.0,15.07,0.34,10.72,11.95,18.71
2019-12-31,"MIDC Khutala, Chandrapur - MPCB",24.86,100.17,0.94,64.02,68.25,20.65,0.0,7.52,14.64,0.33,7.83,12.03,19.05
