date,station,PM2.5,PM10,wind_speed,wind_dir,humidity,temperature,rainfall,NO2,NH3,CO,SO2,NO,NOx,Ozone
2019-08-21,"Talcher Coalfields,Talcher - OSPCB",24.21,69.3,2.91,159.9,84.18,27.7,5.3,6.81,7.53,2.14,40.18,25.97,32.71,2.65
2019-08-22,"Talcher Coalfields,Talcher - OSPCB",38.94,97.62,2.67,167.75,82.63,28.0,10.7,7.32,7.99,2.2,39.94,34.98,37.97,6.31
2019-08-23,"Talcher Coalfields,Talcher - OSPCB",34.45,61.9,2.94,171.13,91.06,27.5,21.3,6.67,7.6,2.67,40.4,27.31,33.49,2.2
2019-08-24,"Talcher Coalfields,Talcher - OSPCB",36.49,86.09,2.97,178.82,86.75,26.8,18.1,6.76,7.63,2.75,40.81,27.77,33.66,4.62
2019-08-25,"Talcher Coalfields,Talcher - OSPCB",30.03,70.2,3.27,192.04,87.84,26.4,35.9,7.03,7.69,2.41,40.91,28.9,34.32,2.67
2019-08-26,"Talcher Coalfields,Talcher - OSPCB",18.89,82.49,2.85,176.76,84.56,26.3,28.5,7.65,7.62,2.11,41.25,27.61,33.57,0.88
2019-08-27,"Talcher Coalfields,Talcher - OSPCB",31.86,104.39,3.04,149.23,83.71,27.6,4.9,9.12,7.22,2.64,42.38,20.52,29.64,2.4
2019-08-28,"Talcher Coalfields,Talcher - OSPCB",24.28,117.94,2.77,149.64,80.95,27.6,0.2,8.66,7.28,2.39,42.79,21.57,30.23,1.5
2019-08-29,"Talcher Coalfields,Talcher - OSPCB",25.77,73.8,2.66,171.32,81.48,27.3,14.6,8.23,7.61,2.19,43.54,28.09,33.97,2.71
2019-08-30,"Talcher Coalfields,Talcher - OSPCB",34.07,83.89,2.82,190.6,79.27,27.6,7.2,5.7,8.2,1.18,48.97,36.96,38.89,5.91
2019-08-31,"Talcher Coalfields,Talcher - OSPCB",15.03,47.77,2.58,203.04,76.96,27.7,2.3,3.18,9.09,0.39,49.22,52.11,47.53,7.16
2019-09-01,"Talcher Coalfields,Talcher - OSPCB",15.47,37.34,3.04,196.71,85.55,28.1,9.3,3.91,14.34,0.89,27.58,49.23,50.74,0.65
2019-09-02,"Talcher Coalfields,Talcher - OSPCB",20.3,55.75,2.94,154.89,84.89,27.2,98.7,4.16,8.01,1.24,16.22,33.32,37.01,0.46
2019-09-03,"Talcher Coalfields,Talcher - OSPCB",19.9,53.98,2.62,161.26,86.55,27.0,29.4,4.74,7.87,1.55,65.47,31.07,35.67,0.97
2019-09-04,"Talcher Coalfields,Talcher - OSPCB",31.45,59.08,3.18,197.6,84.05,27.0,17.3,7.6,7.64,1.32,50.0,27.39,33.54,1.07
2019-09-05,"Talcher Coalfields,Talcher - OSPCB",19.74,52.11,2.64,167.74,83.43,27.0,31.1,0.72,8.67,1.39,11.19,45.01,43.42,0.83
2019-09-06,"Talcher Coalfields,Talcher - OSPCB",16.99,36.38,2.62,161.05,85.93,27.2,22.6,7.61,8.6,1.34,9.73,39.17,43.53,1.03
2019-09-07,"Talcher Coalfields,Talcher - OSPCB",13.24,36.24,2.47,198.91,92.31,26.6,51.7,8.73,7.33,0.95,25.81,22.78,30.93,0.5
2019-09-08,"Talcher Coalfields,Talcher - OSPCB",23.72,44.48,2.93,212.07,87.62,27.5,4.1,9.35,7.61,1.07,21.13,28.0,33.71,0.71
2019-09-09,"Talcher Coalfields,Talcher - OSPCB",25.5,60.19,2.99,189.18,84.86,28.3,1.5,7.88,7.59,1.16,23.75,26.35,33.17,0.65
2019-09-10,"Talcher Coalfields,Talcher - OSPCB",22.02,64.55,2.91,190.52,84.24,27.6,19.2,8.2,7.41,1.04,35.9,23.06,31.26,0.45
2019-09-11,"Talcher Coalfields,Talcher - OSPCB",33.28,89.79,3.41,197.04,88.31,27.1,23.0,6.75,7.96,1.22,30.99,33.59,37.53,0.34
2019-09-12,"Talcher Coalfields,Talcher - OSPCB",24.02,51.01,2.24,222.48,90.21,27.2,5.2,6.25,8.04,1.05,19.51,34.54,37.54,0.72
2019-09-13,"Talcher Coalfields,Talcher - OSPCB",20.03,52.46,2.8,205.78,85.11,27.4,8.8,5.75,7.88,1.1,10.56,31.24,35.74,0.93
2019-09-14,"Talcher Coalfields,Talcher - OSPCB",25.09,70.47,2.53,176.99,82.69,28.2,1.2,9.38,7.36,1.41,8.63,21.72,30.57,1.47
2019-09-15,"Talcher Coalfields,Talcher - OSPCB",24.63,76.77,2.52,188.09,83.51,28.1,7.9,8.48,7.4,1.19,7.21,22.54,31.01,1.25
2019-09-16,"Talcher Coalfields,Talcher - OSPCB",21.34,74.98,2.66,214.95,79.75,28.3,3.7,8.48,7.4,1.11,5.16,22.47,30.94,1.36
2019-09-17,"Talcher Coalfields,Talcher - OSPCB",14.15,46.61,2.43,209.48,78.13,28.0,2.2,8.74,7.41,0.85,2.1,22.54,31.01,1.16
2019-09-18,"Talcher Coalfields,Talcher - OSPCB",14.4,44.23,2.58,183.3,85.48,27.2,5.5,8.07,12.1,0.91,2.23,40.06,47.27,1.02
2019-09-19,"Talcher Coalfields,Talcher - OSPCB",9.37,37.82,2.86,199.54,79.51,27.2,3.6,9.35,7.25,0.85,1.9,20.32,29.67,0.81
2019-09-20,"Talcher Coalfields,Talcher - OSPCB",15.46,55.67,2.77,201.16,79.95,27.3,2.6,8.27,9.18,1.01,1.88,41.18,40.29,0.75
2019-09-21,"Talcher Coalfields,Talcher - OSPCB",27.88,89.21,2.62,189.29,75.02,27.9,0.5,1.11,8.41,1.15,2.51,40.02,40.76,1.52
2019-09-22,"Talcher Coalfields,Talcher - OSPCB",18.55,47.75,2.67,184.45,87.5,27.5,6.1,1.42,12.73,1.25,3.0,69.46,50.52,1.14
2019-09-23,"Talcher Coalfields,Talcher - OSPCB",13.56,34.64,2.67,186.99,83.98,26.6,13.1,1.93,8.26,1.03,1.93,37.39,39.32,0.89
2019-09-24,"Talcher Coalfields,Talcher - OSPCB",7.87,19.54,2.66,189.04,88.91,25.7,26.9,0.87,8.4,1.0,2.42,39.87,40.66,1.3
2019-09-25,"Talcher Coalfields,Talcher - OSPCB",9.08,14.3,2.05,182.87,85.97,25.1,28.1,5.9,8.190000000000001,0.69,0.93,48.91,0.0,16.87
2019-09-26,"Talcher Coalfields,Talcher - OSPCB",10.29,25.61,2.72,203.08,81.92,25.4,7.3,10.93,7.98,0.92,6.42,57.95,14.38,9.56
2019-10-01,"Talcher Coalfields,Talcher - OSPCB",15.55,25.61,2.86,152.92,79.83,26.8,8.0,3.33,8.3,0.34,42.55,37.9,39.59,0.77
2019-10-02,"Talcher Coalfields,Talcher - OSPCB",29.91,25.61,2.79,160.75,76.34,27.4,2.8,2.67,8.45,0.52,34.4,40.89,41.2,0.11
2019-10-10,"Talcher Coalfields,Talcher - OSPCB",10.36,50.5,2.54,177.16,76.6,26.3,11.4,10.58,6.88,0.9,28.48,16.73,26.6,10.97
2019-10-11,"Talcher Coalfields,Talcher - OSPCB",13.23,51.23,2.55,171.1,78.25,26.2,16.6,9.79,7.17,1.11,26.72,19.2,28.98,12.53
2019-10-12,"Talcher Coalfields,Talcher - OSPCB",33.88,58.75,3.13,179.07,82.87,27.0,4.0,9.24,7.19,1.89,27.88,20.27,29.5,12.09
2019-10-13,"Talcher Coalfields,Talcher - OSPCB",31.23,57.17,2.91,142.58,82.76,26.3,19.2,9.14,7.29,2.02,31.68,20.5,29.64,12.79
2019-10-14,"Talcher Coalfields,Talcher - OSPCB",23.53,51.61,3.15,164.35,73.79,27.0,0.0,8.98,7.25,1.77,30.39,20.98,29.96,12.03
2019-10-15,"Talcher Coalfields,Talcher - OSPCB",29.83,63.53,2.88,182.82,74.38,26.8,0.1,7.77,7.4,1.37,28.85,23.55,31.32,11.6
2019-10-16,"Talcher Coalfields,Talcher - OSPCB",29.3,64.0,2.69,173.7,77.22,26.6,0.0,8.0,7.37,1.6,29.16,23.11,31.11,11.06
2019-10-17,"Talcher Coalfields,Talcher - OSPCB",16.8,55.74,2.59,204.11,78.44,26.4,1.1,9.24,7.22,1.06,28.22,20.3,29.54,11.86
2019-10-18,"Talcher Coalfields,Talcher - OSPCB",13.81,54.93,2.83,192.03,77.53,26.9,0.5,11.4,6.97,0.94,24.78,16.72,27.01,12.56
2019-10-19,"Talcher Coalfields,Talcher - OSPCB",16.55,46.68,2.7,204.06,76.13,27.1,0.1,11.53,6.98,1.12,25.21,15.64,27.03,12.61
2019-10-20,"Talcher Coalfields,Talcher - OSPCB",21.85,52.58,2.73,197.28,78.11,27.3,0.4,11.73,6.95,1.07,27.54,14.89,26.61,11.38
2019-10-21,"Talcher Coalfields,Talcher - OSPCB",32.06,66.06,3.13,147.81,85.6,27.3,1.7,11.89,6.92,1.89,34.4,14.42,26.32,12.59
2019-10-22,"Talcher Coalfields,Talcher - OSPCB",17.5,51.37,2.74,208.3,76.9,27.4,0.6,11.4,6.99,1.3,34.46,15.78,27.18,12.06
2019-10-23,"Talcher Coalfields,Talcher - OSPCB",11.46,50.92,2.62,225.94,88.47,25.4,30.3,9.84,7.2,1.0,31.3,19.27,29.11,10.72
2019-10-24,"Talcher Coalfields,Talcher - OSPCB",7.88,50.02,2.32,171.13,93.31,23.8,100.5,8.91,7.33,0.88,27.87,21.19,30.1,10.3
2019-10-25,"Talcher Coalfields,Talcher - OSPCB",12.66,43.55,2.32,148.51,85.22,25.4,25.6,7.39,8.23,1.35,27.67,35.37,39.06,11.59
2019-10-26,"Talcher Coalfields,Talcher - OSPCB",24.84,58.45,2.57,174.58,85.48,24.7,2.5,5.01,7.81,1.8,30.29,30.28,35.28,12.66
2019-10-27,"Talcher Coalfields,Talcher - OSPCB",23.61,51.99,2.7,181.46,85.8,26.4,0.1,5.89,7.75,1.58,30.63,28.32,34.21,12.67
2019-10-28,"Talcher Coalfields,Talcher - OSPCB",19.64,70.42,2.73,180.31,83.16,26.1,2.3,5.62,7.76,1.33,30.08,28.98,34.56,11.52
2019-10-29,"Talcher Coalfields,Talcher - OSPCB",22.51,66.21,2.59,175.41,79.02,26.2,0.1,4.94,7.84,1.38,30.13,30.46,35.4,12.26
2019-10-30,"Talcher Coalfields,Talcher - OSPCB",28.76,74.86,2.6,174.78,80.49,26.6,0.5,4.41,7.91,1.74,30.71,31.55,35.96,13.26
2019-10-31,"Talcher Coalfields,Talcher - OSPCB",31.12,64.68,2.77,157.38,80.58,26.5,0.4,3.86,7.98,2.2,31.8,32.64,36.5,13.98
2019-11-01,"Talcher Coalfields,Talcher - OSPCB",30.68,60.88,2.75,107.68,73.21,26.8,0.0,3.99,7.94,2.71,33.9,32.57,36.56,15.18
2019-11-02,"Talcher Coalfields,Talcher - OSPCB",45.32,64.4,2.49,133.84,75.22,26.3,0.0,3.36,8.05,2.92,35.16,33.73,37.1,15.01
2019-11-03,"Talcher Coalfields,Talcher - OSPCB",73.53,87.8,2.51,190.83,73.9,25.9,0.0,3.0,8.09,2.84,36.17,34.57,37.57,13.97
2019-11-04,"Talcher Coalfields,Talcher - OSPCB",49.38,63.27,3.14,125.18,69.22,26.0,0.0,2.42,8.31,2.72,35.22,38.79,39.97,14.25
2019-11-05,"Talcher Coalfields,Talcher - OSPCB",47.6,68.55,3.17,138.13,73.55,26.2,0.0,1.93,8.3,2.48,35.69,38.31,39.73,13.63
2019-11-06,"Talcher Coalfields,Talcher - OSPCB",48.63,262.45,3.47,139.31,76.66,25.1,0.0,2.01,8.38,2.17,35.61,39.72,40.56,13.08
2019-11-07,"Talcher Coalfields,Talcher - OSPCB",47.48,506.22,3.09,126.84,73.33,24.2,0.0,1.3,8.48,2.12,36.44,41.78,41.59,13.72
2019-11-08,"Talcher Coalfields,Talcher - OSPCB",57.36,512.09,2.77,123.58,70.76,23.8,0.2,2.11,8.34,1.61,36.15,39.63,40.32,13.63
2019-11-09,"Talcher Coalfields,Talcher - OSPCB",27.87,78.3,2.9,137.96,75.19,24.8,0.0,1.99,8.2,1.16,35.37,36.92,38.91,12.01
2019-11-10,"Talcher Coalfields,Talcher - OSPCB",15.3,76.49,3.32,136.5,73.75,25.2,0.0,2.4,8.15,1.16,34.51,36.07,38.44,11.74
2019-11-11,"Talcher Coalfields,Talcher - OSPCB",30.94,158.68,3.2,124.81,71.47,24.5,0.0,6.8,6.95,1.68,35.34,20.6,27.4,12.4
2019-11-12,"Talcher Coalfields,Talcher - OSPCB",58.41,228.87,3.17,142.66,69.76,23.9,0.0,10.4,5.47,1.7,38.86,5.39,14.43,12.62
2019-11-13,"Talcher Coalfields,Talcher - OSPCB",72.15,203.64,3.15,140.34,72.99,23.2,0.0,10.29,5.49,1.9,39.21,5.56,14.62,12.97
2019-11-14,"Talcher Coalfields,Talcher - OSPCB",80.61,252.36,3.35,142.25,72.99,23.0,0.0,10.71,5.45,2.2,39.11,4.76,14.1,13.33
2019-11-15,"Talcher Coalfields,Talcher - OSPCB",81.64,254.38,3.15,141.56,74.26,22.8,0.0,9.29,5.63,2.22,38.95,6.6,15.9,13.07
2019-11-16,"Talcher Coalfields,Talcher - OSPCB",83.92,251.59,3.38,150.32,73.84,23.5,0.0,9.09,5.65,2.33,38.63,7.01,16.1,13.41
2019-11-17,"Talcher Coalfields,Talcher - OSPCB",63.08,245.04,3.54,146.64,72.59,23.8,0.0,8.38,5.73,1.94,39.12,8.56,16.93,12.52
2019-11-18,"Talcher Coalfields,Talcher - OSPCB",106.21,273.58,3.44,127.91,88.18,24.0,0.0,8.57,5.82,2.36,42.29,9.82,17.63,12.39
2019-11-19,"Talcher Coalfields,Talcher - OSPCB",67.39,190.28,3.2,172.22,75.07,23.5,0.0,9.92,5.54,1.96,39.36,5.8,15.08,12.6
2019-11-20,"Talcher Coalfields,Talcher - OSPCB",62.18,198.17,3.42,177.09,71.92,22.9,0.0,9.53,5.59,1.43,39.13,6.21,15.6,12.41
2019-11-21,"Talcher Coalfields,Talcher - OSPCB",76.35,248.94,3.68,156.47,75.83,22.9,0.0,8.88,5.68,1.88,39.21,7.46,16.34,12.54
2019-11-22,"Talcher Coalfields,Talcher - OSPCB",93.95,288.27,3.3,152.55,77.59,23.5,0.0,8.68,5.71,2.15,40.09,7.92,16.59,12.55
2019-11-23,"Talcher Coalfields,Talcher - OSPCB",100.93,251.34,3.5,166.48,75.4,23.6,0.0,7.86,5.89,2.53,39.99,11.03,18.31,13.24
2019-11-28,"Talcher Coalfields,Talcher - OSPCB",72.8,239.03,8.7,112.0,79.0,23.7,0.0,6.13,3.28,0.76,15.33,4.51,10.19,12.92
2019-11-29,"Talcher Coalfields,Talcher - OSPCB",124.3,357.69,7.6,111.0,77.0,23.9,0.0,14.04,12.26,1.99,28.15,142.55,81.28,14.98
2019-11-30,"Talcher Coalfields,Talcher - OSPCB",100.84,328.89,3.04,135.75,68.5,24.4,0.0,30.26,33.59,1.38,38.7,241.95,231.9,17.53
2019-12-01,"Talcher Coalfields,Talcher - OSPCB",81.67,259.87,3.45,179.84,77.44,23.8,0.0,33.72,38.38,0.99,44.58,190.44,188.5,24.96
2019-12-02,"Talcher Coalfields,Talcher - OSPCB",82.14,267.6,3.48,179.44,78.27,23.6,0.0,41.18,41.81,1.0,36.43,168.45,160.07,28.54
2019-12-03,"Talcher Coalfields,Talcher - OSPCB",97.91,260.47,3.74,175.09,76.81,23.2,0.0,40.32,45.43,1.55,30.78,183.34,195.11,24.71
2019-12-04,"Talcher Coalfields,Talcher - OSPCB",60.9,210.7,3.28,161.34,69.01,23.0,0.0,23.42,44.013333333333335,0.7,27.36,20.18,38.55,25.37
2019-12-05,"Talcher Coalfields,Talcher - OSPCB",74.15,283.68,3.16,149.37,66.14,21.5,0.0,33.73,42.596666666666664,1.76,25.95,11.81,43.56,23.84
2019-12-06,"Talcher Coalfields,Talcher - OSPCB",80.68,302.3,3.2,137.26,66.99,20.8,0.0,33.75,41.18,2.62,27.24,11.69,43.44,17.14
2019-12-07,"Talcher Coalfields,Talcher - OSPCB",87.71,291.96,3.29,151.74,73.26,21.7,0.0,33.9,39.763333333333335,2.7,23.1,11.23,43.26,18.66
2019-12-08,"Talcher Coalfields,Talcher - OSPCB",79.29,255.27,3.44,162.06,76.06,22.5,0.0,33.61,38.346666666666664,2.6,21.49,11.53,43.58,5.71
2019-12-09,"Talcher Coalfields,Talcher - OSPCB",87.03,280.28,3.53,155.17,77.3,22.9,0.0,34.57,36.93,2.67,19.07,10.63,42.34,13.82
2019-12-10,"Talcher Coalfields,Talcher - OSPCB",79.11,246.92,3.15,166.5,75.72,22.6,0.0,35.29,35.513333333333335,2.43,18.32,10.38,41.32,12.62
2019-12-11,"Talcher Coalfields,Talcher - OSPCB",89.74,296.43,3.24,145.22,73.55,22.3,0.0,34.98,7.525,2.68,18.32,10.5,41.76,14.77
2019-12-12,"Talcher Coalfields,Talcher - OSPCB",79.87,241.9,3.37,182.92,75.59,22.6,0.0,35.31,7.525,2.46,16.44,9.24,41.35,8.97
2019-12-13,"Talcher Coalfields,Talcher - OSPCB",39.27,130.67,3.18,194.31,80.22,22.6,0.9,36.84,7.525,1.43,10.23,7.86,39.23,20.48
2019-12-14,"Talcher Coalfields,Talcher - OSPCB",58.34,202.76,3.2,182.69,76.16,23.3,0.2,37.06,7.525,1.82,10.15,7.1,38.96,16.49
2019-12-15,"Talcher Coalfields,Talcher - OSPCB",40.08,131.32,3.16,191.99,77.42,23.3,0.0,36.64,7.525,1.58,8.35,8.51,39.62,13.96
2019-12-16,"Talcher Coalfields,Talcher - OSPCB",58.51,190.37,3.21,192.71,77.61,22.9,0.0,36.32,7.525,1.85,5.69,8.89,39.98,22.58
2019-12-17,"Talcher Coalfields,Talcher - OSPCB",61.71,198.73,3.21,181.54,76.92,23.1,0.3,35.96,7.525,1.89,4.54,8.86,40.52,21.65
2019-12-18,"Talcher Coalfields,Talcher - OSPCB",58.67,218.89,3.3,178.36,82.37,22.0,0.9,35.0,24.18,2.21,3.45,18.89,45.38,10.97
2019-12-19,"Talcher Coalfields,Talcher - OSPCB",58.72,217.01,3.46,171.7,73.76,20.1,0.0,29.56,26.9,1.94,12.12,20.8,49.89,28.19
2019-12-20,"Talcher Coalfields,Talcher - OSPCB",108.18,309.68,3.25,165.34,75.18,19.6,0.0,31.68,29.619999999999997,1.82,27.3,15.96,46.91,27.94
2019-12-21,"Talcher Coalfields,Talcher - OSPCB",206.48,306.94,3.17,178.24,80.37,19.9,0.0,28.35,32.34,0.82,40.02,23.38,51.73,18.28
2019-12-22,"Talcher Coalfields,Talcher - OSPCB",177.55,267.97,3.32,183.03,77.62,20.5,0.0,33.04,35.06,0.56,26.89,11.85,44.89,27.64
2019-12-23,"Talcher Coalfields,Talcher - OSPCB",162.46,226.34,3.16,183.32,77.69,21.4,0.0,32.99,37.78,0.29,15.35,11.99,44.98,39.09
2019-12-24,"Talcher Coalfields,Talcher - OSPCB",179.17,285.65,3.44,177.26,72.51,21.3,0.0,32.97,40.5,0.82,16.85,12.09,45.06,22.49
2019-12-25,"Talcher Coalfields,Talcher - OSPCB",134.52,201.47,3.05,183.59,72.22,21.8,0.0,33.49,43.22,0.43,11.65,10.85,44.34,30.54
2019-12-26,"Talcher Coalfields,Talcher - OSPCB",107.98,158.4,3.21,194.97,91.24,20.6,6.7,31.67,45.94,0.18,9.04,18.22,49.25,22.54
2019-12-27,"Talcher Coalfields,Talcher - OSPCB",120.38,158.4,3.11,183.18,84.86,19.8,4.4,33.05,24.86,0.69,17.09,11.7,44.74,14.55
2019-12-28,"Talcher Coalfields,Talcher - OSPCB",146.2,458.11,3.05,142.64,71.32,17.0,0.0,29.22,3.78,1.26,22.55,18.42,33.76,13.62
2019-12-29,"Talcher Coalfields,Talcher - OSPCB",152.1,355.04,3.12,129.58,66.89,16.4,0.0,26.76,1.61,2.55,32.5,2.58,6.22,18.03
2019-12-30,"Talcher Coalfields,Talcher - OSPCB",189.24,336.11,3.2,153.63,71.45,17.2,0.0,24.26,1.97,2.25,30.17,3.26,9.03,23.27
2019-12-31,"Talcher Coalfields,Talcher - OSPCB",206.13,308.25,3.86,143.61,91.23,17.0,0.0,19.98,2.68,2.22,30.36,3.26,14.9,23.27
